"Year","Intent","Ethnicity","State","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"2017","Suicide","Unknown","Florida","--","--","--","--","--"
"2017","Suicide","Unknown","Illinois","--","--","--","--","--"
"2017","Suicide","Unknown","Louisiana","--","--","--","--","--"
"2017","Suicide","Unknown","Massachusetts","--","--","--","--","--"
"2017","Suicide","Unknown","Michigan","--","--","--","--","--"
"2017","Suicide","Unknown","New Mexico","--","--","--","--","--"
"2017","Suicide","Unknown","New York","--","--","--","--","--"
"2017","Suicide","Unknown","North Carolina","--","--","--","--","--"
"2017","Suicide","Unknown","Oregon","--","--","--","--","--"
"2017","Suicide","Unknown","Pennsylvania","--","--","--","--","--"
"2017","Suicide","Unknown","Tennessee","--","--","--","--","--"
"2017","Suicide","Unknown","Texas","--","--","--","--","--"
"2017","Suicide","Unknown","Virginia","--","--","--","--","--"
"2017","Undetermined","Non-Hispanic","Alabama","16**","4,669,265","0.34**","0.33**","339"
"2017","Undetermined","Non-Hispanic","Alaska","--","687,978","--","--","--"
"2017","Undetermined","Non-Hispanic","Arizona","11**","4,840,768","0.23**","0.26**","399"
"2017","Undetermined","Non-Hispanic","Arkansas","--","2,778,777","--","--","--"
"2017","Undetermined","Non-Hispanic","California","12**","24,045,863","0.05**","0.05**","306"
"2017","Undetermined","Non-Hispanic","Colorado","--","4,410,245","--","--","--"
"2017","Undetermined","Non-Hispanic","Connecticut","--","3,002,274","--","--","--"
"2017","Undetermined","Non-Hispanic","Delaware","--","869,393","--","--","--"
"2017","Undetermined","Non-Hispanic","District of Columbia","--","620,751","--","--","--"
"2017","Undetermined","Non-Hispanic","Florida","12**","15,645,794","0.08**","0.07**","274"
"2017","Undetermined","Non-Hispanic","Georgia","--","9,428,160","--","--","--"
"2017","Undetermined","Non-Hispanic","Hawaii","--","1,274,119","--","--","--"
"2017","Undetermined","Non-Hispanic","Idaho","--","1,503,753","--","--","--"
"2017","Undetermined","Non-Hispanic","Illinois","11**","10,602,758","0.10**","0.11**","353"
"2017","Undetermined","Non-Hispanic","Indiana","14**","6,200,943","0.23**","0.21**","365"
"2017","Undetermined","Non-Hispanic","Iowa","--","2,954,491","--","--","--"
"2017","Undetermined","Non-Hispanic","Kentucky","--","4,290,696","--","--","--"
"2017","Undetermined","Non-Hispanic","Louisiana","--","4,435,863","--","--","--"
"2017","Undetermined","Non-Hispanic","Maine","--","1,313,611","--","--","--"
"2017","Undetermined","Non-Hispanic","Maryland","--","5,426,760","--","--","--"
"2017","Undetermined","Non-Hispanic","Massachusetts","--","6,055,699","--","--","--"
"2017","Undetermined","Non-Hispanic","Michigan","--","9,466,830","--","--","--"
"2017","Undetermined","Non-Hispanic","Minnesota","--","5,268,793","--","--","--"
"2017","Undetermined","Non-Hispanic","Mississippi","21","2,895,068","0.73","0.80","726"
"2017","Undetermined","Non-Hispanic","Missouri","--","5,855,450","--","--","--"
"2017","Undetermined","Non-Hispanic","Montana","--","1,013,035","--","--","--"
"2017","Undetermined","Non-Hispanic","Nevada","--","2,121,706","--","--","--"
"2017","Undetermined","Non-Hispanic","New Jersey","--","7,102,703","--","--","--"
"2017","Undetermined","Non-Hispanic","New Mexico","--","1,069,329","--","--","--"
"2017","Undetermined","Non-Hispanic","New York","--","15,884,786","--","--","--"
"2017","Undetermined","Non-Hispanic","North Carolina","--","9,316,803","--","--","--"
"2017","Undetermined","Non-Hispanic","North Dakota","--","728,054","--","--","--"
"2017","Undetermined","Non-Hispanic","Ohio","10**","11,220,032","0.09**","0.09**","275"
"2017","Undetermined","Non-Hispanic","Oklahoma","--","3,512,750","--","--","--"
"2017","Undetermined","Non-Hispanic","Oregon","--","3,608,002","--","--","--"
"2017","Undetermined","Non-Hispanic","Pennsylvania","--","11,856,218","--","--","--"
"2017","Undetermined","Non-Hispanic","South Carolina","--","4,742,317","--","--","--"
"2017","Undetermined","Non-Hispanic","South Dakota","--","838,442","--","--","--"
"2017","Undetermined","Non-Hispanic","Tennessee","27","6,350,852","0.43","0.40","670"
"2017","Undetermined","Non-Hispanic","Texas","26","17,192,747","0.15","0.16","731"
"2017","Undetermined","Non-Hispanic","Utah","--","2,669,790","--","--","--"
"2017","Undetermined","Non-Hispanic","Virginia","--","7,680,172","--","--","--"
"2017","Undetermined","Non-Hispanic","Washington","--","6,483,240","--","--","--"
"2017","Undetermined","Non-Hispanic","West Virginia","--","1,789,521","--","--","--"
"2017","Undetermined","Non-Hispanic","Wisconsin","--","5,394,903","--","--","--"
"2017","Undetermined","Non-Hispanic","Wyoming","--","521,748","--","--","--"
"2017","Undetermined","Hispanic","Alabama","0**","208,724","0.00**","0.00**","--"
"2017","Undetermined","Hispanic","Alaska","0**","53,005","0.00**","0.00**","--"
"2017","Undetermined","Hispanic","Arizona","--","2,207,320","--","--","--"
"2017","Undetermined","Hispanic","Arkansas","0**","225,078","0.00**","0.00**","--"
"2017","Undetermined","Hispanic","California","--","15,291,922","--","--","--"
"2017","Undetermined","Hispanic","Colorado","--","1,207,176","--","--","--"
"2017","Undetermined","Hispanic","Florida","--","5,331,295","--","--","--"
"2017","Undetermined","Hispanic","Indiana","--","461,125","--","--","--"
"2017","Undetermined","Hispanic","Iowa","0**","189,243","0.00**","0.00**","--"
"2017","Undetermined","Hispanic","Nevada","--","850,391","--","--","--"
"2017","Undetermined","Hispanic","New Hampshire","0**","50,529","0.00**","0.00**","--"
"2017","Undetermined","Hispanic","New Mexico","--","1,023,515","--","--","--"
"2017","Undetermined","Hispanic","Tennessee","--","363,896","--","--","--"
"2017","Undetermined","Hispanic","Texas","--","11,098,277","--","--","--"
"2017","Undetermined","Hispanic","Washington","--","944,711","--","--","--"
"2017","Undetermined","Hispanic","West Virginia","0**","29,162","0.00**","0.00**","--"
"2017","Undetermined","Hispanic","Wisconsin","0**","398,244","0.00**","0.00**","--"
"2017","Undetermined","Unknown","Arizona","--","--","--","--","--"
"2017","Undetermined","Unknown","Texas","--","--","--","--","--"
"2016","Unintentional","Non-Hispanic","Alabama","21","4,663,158","0.45","0.44","669"
"2016","Unintentional","Non-Hispanic","Alaska","--","690,740","--","--","--"
"2016","Unintentional","Non-Hispanic","Arizona","--","4,787,616","--","--","--"
"2016","Unintentional","Non-Hispanic","Arkansas","11**","2,773,431","0.40**","0.40**","316"
"2016","Unintentional","Non-Hispanic","California","18**","23,997,187","0.08**","0.07**","585"
"2016","Unintentional","Non-Hispanic","Colorado","--","4,360,955","--","--","--"
"2016","Unintentional","Non-Hispanic","Connecticut","--","3,021,143","--","--","--"
"2016","Unintentional","Non-Hispanic","Delaware","--","864,431","--","--","--"
"2016","Unintentional","Non-Hispanic","Florida","12**","15,482,254","0.08**","0.09**","366"
"2016","Unintentional","Non-Hispanic","Georgia","20**","9,345,739","0.21**","0.21**","605"
"2016","Unintentional","Non-Hispanic","Hawaii","--","1,278,924","--","--","--"
"2016","Unintentional","Non-Hispanic","Idaho","--","1,475,237","--","--","--"
"2016","Unintentional","Non-Hispanic","Illinois","--","10,660,834","--","--","--"
"2016","Unintentional","Non-Hispanic","Indiana","20**","6,189,082","0.32**","0.32**","638"
"2016","Unintentional","Non-Hispanic","Iowa","--","2,949,232","--","--","--"
"2016","Unintentional","Non-Hispanic","Kansas","--","2,571,926","--","--","--"
"2016","Unintentional","Non-Hispanic","Kentucky","20**","4,281,840","0.47**","0.48**","668"
"2016","Unintentional","Non-Hispanic","Louisiana","13**","4,446,834","0.29**","0.29**","472"
"2016","Unintentional","Non-Hispanic","Maine","--","1,311,023","--","--","--"
"2016","Unintentional","Non-Hispanic","Maryland","--","5,424,662","--","--","--"
"2016","Unintentional","Non-Hispanic","Massachusetts","--","6,045,881","--","--","--"
"2016","Unintentional","Non-Hispanic","Michigan","13**","9,455,244","0.14**","0.13**","392"
"2016","Unintentional","Non-Hispanic","Minnesota","--","5,233,900","--","--","--"
"2016","Unintentional","Non-Hispanic","Mississippi","21","2,898,013","0.73","0.73","488"
"2016","Unintentional","Non-Hispanic","Missouri","13**","5,842,468","0.22**","0.23**","417"
"2016","Unintentional","Non-Hispanic","Montana","--","1,003,541","--","--","--"
"2016","Unintentional","Non-Hispanic","Nebraska","--","1,703,505","--","--","--"
"2016","Unintentional","Non-Hispanic","Nevada","--","2,092,472","--","--","--"
"2016","Unintentional","Non-Hispanic","New Jersey","--","7,122,300","--","--","--"
"2016","Unintentional","Non-Hispanic","New Mexico","--","1,075,099","--","--","--"
"2016","Unintentional","Non-Hispanic","New York","--","15,944,399","--","--","--"
"2016","Unintentional","Non-Hispanic","North Carolina","27","9,232,792","0.29","0.28","614"
"2016","Unintentional","Non-Hispanic","North Dakota","--","728,498","--","--","--"
"2016","Unintentional","Non-Hispanic","Ohio","11**","11,209,857","0.10**","0.09**","207"
"2016","Unintentional","Non-Hispanic","Oklahoma","--","3,518,071","--","--","--"
"2016","Unintentional","Non-Hispanic","Oregon","--","3,571,057","--","--","--"
"2016","Unintentional","Non-Hispanic","Pennsylvania","15**","11,886,170","0.13**","0.13**","546"
"2016","Unintentional","Non-Hispanic","South Carolina","22","4,689,360","0.47","0.49","764"
"2016","Unintentional","Non-Hispanic","South Dakota","--","830,888","--","--","--"
"2016","Unintentional","Non-Hispanic","Tennessee","19**","6,302,241","0.30**","0.28**","427"
"2016","Unintentional","Non-Hispanic","Texas","29","17,021,803","0.17","0.17","847"
"2016","Unintentional","Non-Hispanic","Utah","--","2,625,685","--","--","--"
"2016","Unintentional","Non-Hispanic","Vermont","--","612,726","--","--","--"
"2016","Unintentional","Non-Hispanic","Virginia","--","7,651,802","--","--","--"
"2016","Unintentional","Non-Hispanic","West Virginia","--","1,803,855","--","--","--"
"2016","Unintentional","Non-Hispanic","Wisconsin","--","5,386,537","--","--","--"
"2016","Unintentional","Non-Hispanic","Wyoming","--","527,037","--","--","--"
"2016","Unintentional","Hispanic","Alaska","--","51,835","--","--","--"
"2016","Unintentional","Hispanic","Arizona","--","2,157,151","--","--","--"
"2016","Unintentional","Hispanic","California","18**","15,151,999","0.12**","0.11**","635"
"2016","Unintentional","Hispanic","Colorado","--","1,182,889","--","--","--"
"2016","Unintentional","Hispanic","Connecticut","0**","558,687","0.00**","0.00**","--"
"2016","Unintentional","Hispanic","Delaware","0**","85,558","0.00**","0.00**","--"
"2016","Unintentional","Hispanic","District of Columbia","0**","74,409","0.00**","0.00**","--"
"2016","Unintentional","Hispanic","Florida","--","5,144,983","--","--","--"
"2016","Unintentional","Hispanic","Georgia","--","962,703","--","--","--"
"2016","Unintentional","Hispanic","Hawaii","--","149,961","--","--","--"
"2016","Unintentional","Hispanic","Idaho","0**","208,799","0.00**","0.00**","--"
"2016","Unintentional","Hispanic","Illinois","--","2,160,875","--","--","--"
"2016","Unintentional","Hispanic","Indiana","0**","448,816","0.00**","0.00**","--"
"2016","Unintentional","Hispanic","Iowa","0**","183,978","0.00**","0.00**","--"
"2016","Unintentional","Hispanic","Kansas","0**","341,051","0.00**","0.00**","--"
"2016","Unintentional","Hispanic","Kentucky","--","158,466","--","--","--"
"2016","Unintentional","Hispanic","Louisiana","0**","234,512","0.00**","0.00**","--"
"2016","Unintentional","Hispanic","Maine","0**","21,325","0.00**","0.00**","--"
"2016","Unintentional","Hispanic","Maryland","0**","582,352","0.00**","0.00**","--"
"2016","Unintentional","Hispanic","Massachusetts","0**","781,399","0.00**","0.00**","--"
"2016","Unintentional","Hispanic","Michigan","--","498,873","--","--","--"
"2016","Unintentional","Hispanic","Minnesota","0**","291,460","0.00**","0.00**","--"
"2016","Unintentional","Hispanic","Mississippi","0**","92,582","0.00**","0.00**","--"
"2016","Unintentional","Hispanic","Missouri","0**","248,916","0.00**","0.00**","--"
"2016","Unintentional","Hispanic","Montana","0**","38,596","0.00**","0.00**","--"
"2016","Unintentional","Hispanic","Nebraska","--","202,978","--","--","--"
"2016","Unintentional","Hispanic","Nevada","0**","827,083","0.00**","0.00**","--"
"2016","Unintentional","Hispanic","New Hampshire","0**","47,952","0.00**","0.00**","--"
"2016","Unintentional","Hispanic","New Jersey","--","1,751,284","--","--","--"
"2016","Unintentional","Hispanic","New York","--","3,691,992","--","--","--"
"2016","Unintentional","Hispanic","Ohio","--","430,203","--","--","--"
"2016","Unintentional","Hispanic","Oklahoma","0**","410,072","0.00**","0.00**","--"
"2016","Unintentional","Hispanic","Oregon","--","522,214","--","--","--"
"2016","Unintentional","Hispanic","Pennsylvania","--","902,298","--","--","--"
"2016","Unintentional","Hispanic","Rhode Island","0**","158,803","0.00**","0.00**","--"
"2016","Unintentional","Hispanic","South Carolina","0**","273,671","0.00**","0.00**","--"
"2016","Unintentional","Hispanic","South Dakota","0**","32,805","0.00**","0.00**","--"
"2016","Unintentional","Hispanic","Tennessee","0**","349,036","0.00**","0.00**","--"
"2016","Unintentional","Hispanic","Texas","17**","10,892,261","0.16**","0.14**","623"
"2016","Unintentional","Hispanic","Washington","--","913,064","--","--","--"
"2016","Unintentional","Unknown","Texas","--","--","--","--","--"
"2016","Homicide","Non-Hispanic","Alabama","446","4,663,158","9.56","10.08","14,033"
"2016","Homicide","Non-Hispanic","Alaska","41","690,740","5.94","6.11","1,395"
"2016","Homicide","Non-Hispanic","Arizona","176","4,787,616","3.68","3.92","4,905"
"2016","Homicide","Non-Hispanic","Arkansas","173","2,773,431","6.24","6.55","5,002"
"2016","Homicide","Non-Hispanic","California","794","23,997,187","3.31","3.43","24,519"
"2016","Homicide","Non-Hispanic","Colorado","105","4,360,955","2.41","2.42","3,102"
"2016","Homicide","Non-Hispanic","Connecticut","44","3,021,143","1.46","1.61","1,527"
"2016","Homicide","Non-Hispanic","Delaware","43","864,431","4.97","5.42","1,581"
"2016","Homicide","Non-Hispanic","District of Columbia","95","613,167","15.49","13.42","3,394"
"2016","Homicide","Non-Hispanic","Florida","808","15,482,254","5.22","6.02","26,259"
"2016","Homicide","Non-Hispanic","Georgia","630","9,345,739","6.74","6.89","21,170"
"2016","Homicide","Non-Hispanic","Hawaii","17**","1,278,924","1.33**","1.37**","403"
"2016","Homicide","Non-Hispanic","Idaho","11**","1,475,237","0.75**","0.86**","322"
"2016","Homicide","Non-Hispanic","Illinois","798","10,660,834","7.49","7.97","28,787"
"2016","Homicide","Non-Hispanic","Indiana","340","6,189,082","5.49","5.79","11,154"
"2016","Homicide","Non-Hispanic","Iowa","45","2,949,232","1.53","1.63","1,451"
"2016","Homicide","Non-Hispanic","Kansas","91","2,571,926","3.54","3.80","2,932"
"2016","Homicide","Non-Hispanic","Kentucky","230","4,281,840","5.37","5.73","6,958"
"2016","Homicide","Non-Hispanic","Louisiana","517","4,446,834","11.63","12.14","17,108"
"2016","Homicide","Non-Hispanic","Maine","--","1,311,023","--","--","--"
"2016","Homicide","Non-Hispanic","Maryland","424","5,424,662","7.82","8.33","14,740"
"2016","Homicide","Non-Hispanic","Massachusetts","63","6,045,881","1.04","1.09","2,180"
"2016","Homicide","Non-Hispanic","Michigan","461","9,455,244","4.88","5.17","15,104"
"2016","Homicide","Non-Hispanic","Minnesota","78","5,233,900","1.49","1.55","2,413"
"2016","Homicide","Non-Hispanic","Mississippi","275","2,898,013","9.49","9.93","8,861"
"2016","Homicide","Non-Hispanic","Missouri","449","5,842,468","7.69","8.16","14,430"
"2016","Homicide","Non-Hispanic","Montana","18**","1,003,541","1.79**","1.92**","388"
"2016","Homicide","Non-Hispanic","Nebraska","40","1,703,505","2.35","2.46","1,042"
"2016","Homicide","Non-Hispanic","Nevada","109","2,092,472","5.21","5.78","3,335"
"2016","Homicide","Non-Hispanic","New Hampshire","--","1,295,742","--","--","--"
"2016","Homicide","Non-Hispanic","New Jersey","258","7,122,300","3.62","4.07","9,028"
"2016","Homicide","Non-Hispanic","New Mexico","49","1,075,099","4.56","4.95","1,321"
"2016","Homicide","Non-Hispanic","New York","309","15,944,399","1.94","2.03","10,625"
"2016","Homicide","Non-Hispanic","North Carolina","529","9,232,792","5.73","5.95","16,471"
"2016","Homicide","Non-Hispanic","North Dakota","10**","728,498","1.37**","1.35**","369"
"2016","Homicide","Non-Hispanic","Ohio","531","11,209,857","4.74","5.02","17,433"
"2016","Homicide","Non-Hispanic","Oklahoma","218","3,518,071","6.20","6.57","6,407"
"2016","Homicide","Non-Hispanic","Oregon","62","3,571,057","1.74","1.77","1,673"
"2016","Homicide","Non-Hispanic","Pennsylvania","490","11,886,170","4.12","4.46","17,006"
"2016","Homicide","Non-Hispanic","Rhode Island","11**","899,013","1.22**","1.06**","373"
"2016","Homicide","Non-Hispanic","South Carolina","328","4,689,360","7.00","7.40","10,160"
