"Intent","Year","State","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"Legal Intervention","2008","Rhode Island","--","1,055,003","--","--","--"
"Legal Intervention","2008","South Carolina","--","4,528,996","--","--","--"
"Legal Intervention","2008","Tennessee","--","6,247,411","--","--","--"
"Legal Intervention","2008","Texas","24","24,309,039","0.10","0.10","765"
"Legal Intervention","2008","Utah","--","2,663,029","--","--","--"
"Legal Intervention","2008","Vermont","--","624,151","--","--","--"
"Legal Intervention","2008","Virginia","11**","7,833,496","0.14**","0.13**","308"
"Legal Intervention","2008","Washington","--","6,562,231","--","--","--"
"Legal Intervention","2008","West Virginia","--","1,840,310","--","--","--"
"Legal Intervention","2008","Wisconsin","--","5,640,996","--","--","--"
"Legal Intervention","2007","Alabama","--","4,672,840","--","--","--"
"Legal Intervention","2007","Arizona","14**","6,167,681","0.23**","0.24**","358"
"Legal Intervention","2007","Arkansas","--","2,848,650","--","--","--"
"Legal Intervention","2007","California","80","36,250,311","0.22","0.22","2,687"
"Legal Intervention","2007","Colorado","--","4,803,868","--","--","--"
"Legal Intervention","2007","Delaware","--","871,749","--","--","--"
"Legal Intervention","2007","District of Columbia","--","574,404","--","--","--"
"Legal Intervention","2007","Florida","21","18,367,842","0.11","0.12","633"
"Legal Intervention","2007","Georgia","10**","9,349,988","0.11**","0.10**","396"
"Legal Intervention","2007","Idaho","--","1,505,105","--","--","--"
"Legal Intervention","2007","Illinois","--","12,695,866","--","--","--"
"Legal Intervention","2007","Indiana","--","6,379,599","--","--","--"
"Legal Intervention","2007","Iowa","--","2,999,212","--","--","--"
"Legal Intervention","2007","Kansas","--","2,783,785","--","--","--"
"Legal Intervention","2007","Kentucky","--","4,256,672","--","--","--"
"Legal Intervention","2007","Louisiana","--","4,375,581","--","--","--"
"Legal Intervention","2007","Maine","--","1,327,040","--","--","--"
"Legal Intervention","2007","Maryland","15**","5,653,408","0.27**","0.26**","568"
"Legal Intervention","2007","Massachusetts","--","6,431,559","--","--","--"
"Legal Intervention","2007","Michigan","11**","10,001,284","0.11**","0.12**","342"
"Legal Intervention","2007","Minnesota","--","5,207,203","--","--","--"
"Legal Intervention","2007","Missouri","--","5,887,612","--","--","--"
"Legal Intervention","2007","Montana","--","964,706","--","--","--"
"Legal Intervention","2007","Nebraska","--","1,783,440","--","--","--"
"Legal Intervention","2007","Nevada","--","2,601,072","--","--","--"
"Legal Intervention","2007","New Jersey","--","8,677,885","--","--","--"
"Legal Intervention","2007","New Mexico","--","1,990,070","--","--","--"
"Legal Intervention","2007","New York","10**","19,132,335","0.05**","0.05**","322"
"Legal Intervention","2007","North Carolina","--","9,118,037","--","--","--"
"Legal Intervention","2007","Ohio","10**","11,500,468","0.09**","0.09**","271"
"Legal Intervention","2007","Oklahoma","--","3,634,349","--","--","--"
"Legal Intervention","2007","Oregon","--","3,722,417","--","--","--"
"Legal Intervention","2007","Pennsylvania","16**","12,563,937","0.13**","0.13**","539"
"Legal Intervention","2007","Rhode Island","0**","1,057,315","0.00**","0.00**","--"
"Legal Intervention","2007","South Carolina","--","4,444,110","--","--","--"
"Legal Intervention","2007","South Dakota","--","791,623","--","--","--"
"Legal Intervention","2007","Tennessee","--","6,175,727","--","--","--"
"Legal Intervention","2007","Texas","24","23,831,983","0.10","0.10","764"
"Legal Intervention","2007","Utah","12**","2,597,746","0.46**","0.50**","349"
"Legal Intervention","2007","Virginia","13**","7,751,000","0.17**","0.17**","403"
"Legal Intervention","2007","Washington","--","6,461,587","--","--","--"
"Legal Intervention","2007","West Virginia","--","1,834,052","--","--","--"
"Legal Intervention","2007","Wisconsin","--","5,610,775","--","--","--"
"Legal Intervention","2007","Wyoming","--","534,876","--","--","--"
"Legal Intervention","2006","Alabama","--","4,628,981","--","--","--"
"Legal Intervention","2006","Arizona","--","6,029,141","--","--","--"
"Legal Intervention","2006","Arkansas","--","2,821,761","--","--","--"
"Legal Intervention","2006","California","87","36,021,202","0.24","0.24","2,767"
"Legal Intervention","2006","Colorado","--","4,720,423","--","--","--"
"Legal Intervention","2006","Delaware","--","859,268","--","--","--"
"Legal Intervention","2006","District of Columbia","--","570,681","--","--","--"
"Legal Intervention","2006","Florida","18**","18,166,990","0.10**","0.10**","547"
"Legal Intervention","2006","Georgia","20**","9,155,813","0.22**","0.22**","512"
"Legal Intervention","2006","Hawaii","--","1,309,731","--","--","--"
"Legal Intervention","2006","Idaho","--","1,468,669","--","--","--"
"Legal Intervention","2006","Illinois","--","12,643,955","--","--","--"
"Legal Intervention","2006","Indiana","--","6,332,669","--","--","--"
"Legal Intervention","2006","Kansas","--","2,762,931","--","--","--"
"Legal Intervention","2006","Kentucky","--","4,219,239","--","--","--"
"Legal Intervention","2006","Louisiana","--","4,302,665","--","--","--"
"Legal Intervention","2006","Maine","--","1,323,619","--","--","--"
"Legal Intervention","2006","Maryland","18**","5,627,367","0.32**","0.34**","576"
"Legal Intervention","2006","Massachusetts","--","6,410,084","--","--","--"
"Legal Intervention","2006","Michigan","--","10,036,081","--","--","--"
"Legal Intervention","2006","Mississippi","--","2,904,978","--","--","--"
"Legal Intervention","2006","Missouri","--","5,842,704","--","--","--"
"Legal Intervention","2006","Montana","--","952,692","--","--","--"
"Legal Intervention","2006","Nebraska","--","1,772,693","--","--","--"
"Legal Intervention","2006","Nevada","12**","2,522,658","0.48**","0.48**","394"
"Legal Intervention","2006","New Jersey","--","8,661,679","--","--","--"
"Legal Intervention","2006","New Mexico","--","1,962,137","--","--","--"
"Legal Intervention","2006","New York","--","19,104,631","--","--","--"
"Legal Intervention","2006","North Carolina","--","8,917,270","--","--","--"
"Legal Intervention","2006","Ohio","--","11,481,213","--","--","--"
"Legal Intervention","2006","Oklahoma","--","3,594,090","--","--","--"
"Legal Intervention","2006","Oregon","12**","3,670,883","0.33**","0.34**","385"
"Legal Intervention","2006","Pennsylvania","11**","12,510,809","0.09**","0.09**","383"
"Legal Intervention","2006","South Carolina","--","4,357,847","--","--","--"
"Legal Intervention","2006","Tennessee","--","6,088,766","--","--","--"
"Legal Intervention","2006","Texas","20**","23,359,580","0.09**","0.08**","686"
"Legal Intervention","2006","Utah","--","2,525,507","--","--","--"
"Legal Intervention","2006","Vermont","--","622,892","--","--","--"
"Legal Intervention","2006","Virginia","14**","7,673,725","0.18**","0.19**","456"
"Legal Intervention","2006","Washington","--","6,370,753","--","--","--"
"Legal Intervention","2006","West Virginia","--","1,827,912","--","--","--"
"Legal Intervention","2006","Wisconsin","--","5,577,655","--","--","--"
"Legal Intervention","2005","Alabama","--","4,569,805","--","--","--"
"Legal Intervention","2005","Arizona","--","5,839,077","--","--","--"
"Legal Intervention","2005","Arkansas","--","2,781,097","--","--","--"
"Legal Intervention","2005","California","85","35,827,943","0.24","0.23","2,789"
"Legal Intervention","2005","Colorado","10**","4,631,888","0.22**","0.22**","264"
"Legal Intervention","2005","Connecticut","0**","3,506,956","0.00**","0.00**","--"
"Legal Intervention","2005","District of Columbia","--","567,136","--","--","--"
"Legal Intervention","2005","Florida","14**","17,842,038","0.08**","0.09**","370"
"Legal Intervention","2005","Georgia","10**","8,925,922","0.11**","0.11**","364"
"Legal Intervention","2005","Hawaii","0**","1,292,729","0.00**","0.00**","--"
"Legal Intervention","2005","Idaho","--","1,428,241","--","--","--"
"Legal Intervention","2005","Illinois","--","12,609,903","--","--","--"
"Legal Intervention","2005","Indiana","10**","6,278,616","0.16**","0.17**","315"
"Legal Intervention","2005","Iowa","--","2,964,454","--","--","--"
"Legal Intervention","2005","Kansas","--","2,745,299","--","--","--"
"Legal Intervention","2005","Kentucky","--","4,182,742","--","--","--"
"Legal Intervention","2005","Louisiana","--","4,576,628","--","--","--"
"Legal Intervention","2005","Maryland","10**","5,592,379","0.18**","0.18**","289"
"Legal Intervention","2005","Massachusetts","--","6,403,290","--","--","--"
"Legal Intervention","2005","Michigan","10**","10,051,137","0.10**","0.10**","252"
"Legal Intervention","2005","Minnesota","--","5,119,598","--","--","--"
"Legal Intervention","2005","Mississippi","--","2,905,943","--","--","--"
"Legal Intervention","2005","Missouri","--","5,790,300","--","--","--"
"Legal Intervention","2005","Montana","--","940,102","--","--","--"
"Legal Intervention","2005","Nebraska","--","1,761,497","--","--","--"
"Legal Intervention","2005","Nevada","--","2,432,143","--","--","--"
"Legal Intervention","2005","New Hampshire","0**","1,298,492","0.00**","0.00**","--"
"Legal Intervention","2005","New Jersey","--","8,651,974","--","--","--"
"Legal Intervention","2005","New Mexico","--","1,932,274","--","--","--"
"Legal Intervention","2005","New York","--","19,132,610","--","--","--"
"Legal Intervention","2005","North Carolina","--","8,705,407","--","--","--"
"Legal Intervention","2005","Ohio","11**","11,463,320","0.10**","0.10**","306"
"Legal Intervention","2005","Oklahoma","10**","3,548,597","0.28**","0.28**","304"
"Legal Intervention","2005","Oregon","16**","3,613,202","0.44**","0.48**","482"
"Legal Intervention","2005","Pennsylvania","--","12,449,990","--","--","--"
"Legal Intervention","2005","South Carolina","--","4,270,150","--","--","--"
"Legal Intervention","2005","Tennessee","--","5,991,057","--","--","--"
"Legal Intervention","2005","Texas","25","22,778,123","0.11","0.11","762"
"Legal Intervention","2005","Utah","--","2,457,719","--","--","--"
"Legal Intervention","2005","Vermont","--","621,215","--","--","--"
"Legal Intervention","2005","Virginia","--","7,577,105","--","--","--"
"Legal Intervention","2005","Washington","12**","6,257,305","0.19**","0.19**","314"
"Legal Intervention","2005","West Virginia","--","1,820,492","--","--","--"
"Legal Intervention","2005","Wisconsin","--","5,546,166","--","--","--"
"Legal Intervention","2004","Alabama","--","4,530,729","--","--","--"
"Legal Intervention","2004","Alaska","--","659,199","--","--","--"
"Legal Intervention","2004","Arizona","18**","5,652,404","0.32**","0.34**","511"
"Legal Intervention","2004","Arkansas","--","2,749,686","--","--","--"
"Legal Intervention","2004","California","76","35,574,576","0.21","0.21","2,616"
"Legal Intervention","2004","Colorado","11**","4,575,013","0.24**","0.23**","354"
"Legal Intervention","2004","Connecticut","--","3,496,094","--","--","--"
"Legal Intervention","2004","Delaware","--","830,803","--","--","--"
"Legal Intervention","2004","Florida","11**","17,415,318","0.06**","0.06**","323"
"Legal Intervention","2004","Georgia","--","8,769,252","--","--","--"
"Legal Intervention","2004","Hawaii","--","1,273,569","--","--","--"
"Legal Intervention","2004","Idaho","--","1,391,802","--","--","--"
"Legal Intervention","2004","Illinois","--","12,589,773","--","--","--"
"Legal Intervention","2004","Indiana","--","6,233,007","--","--","--"
"Legal Intervention","2004","Iowa","--","2,953,635","--","--","--"
"Legal Intervention","2004","Kansas","--","2,734,373","--","--","--"
"Legal Intervention","2004","Kentucky","--","4,146,101","--","--","--"
"Legal Intervention","2004","Louisiana","--","4,552,238","--","--","--"
"Legal Intervention","2004","Maryland","--","5,546,935","--","--","--"
"Legal Intervention","2004","Massachusetts","--","6,412,281","--","--","--"
"Legal Intervention","2004","Michigan","--","10,055,315","--","--","--"
"Legal Intervention","2004","Minnesota","--","5,087,713","--","--","--"
"Legal Intervention","2004","Mississippi","--","2,889,010","--","--","--"
"Legal Intervention","2004","Missouri","--","5,747,741","--","--","--"
"Legal Intervention","2004","Nebraska","--","1,749,370","--","--","--"
"Legal Intervention","2004","Nevada","10**","2,346,222","0.43**","0.42**","274"
"Legal Intervention","2004","New Jersey","--","8,634,561","--","--","--"
"Legal Intervention","2004","New Mexico","--","1,903,808","--","--","--"
"Legal Intervention","2004","New York","--","19,171,567","--","--","--"
"Legal Intervention","2004","North Carolina","--","8,553,152","--","--","--"
"Legal Intervention","2004","Ohio","--","11,452,251","--","--","--"
"Legal Intervention","2004","Oklahoma","--","3,525,233","--","--","--"
"Legal Intervention","2004","Oregon","--","3,569,463","--","--","--"
"Legal Intervention","2004","Pennsylvania","--","12,410,722","--","--","--"
"Legal Intervention","2004","Rhode Island","--","1,074,579","--","--","--"
"Legal Intervention","2004","South Carolina","--","4,210,921","--","--","--"
"Legal Intervention","2004","South Dakota","--","770,396","--","--","--"
"Legal Intervention","2004","Tennessee","--","5,910,809","--","--","--"
"Legal Intervention","2004","Texas","19**","22,394,023","0.09**","0.09**","409"
"Legal Intervention","2004","Utah","--","2,401,580","--","--","--"
"Legal Intervention","2004","Virginia","--","7,475,575","--","--","--"
"Legal Intervention","2004","Washington","--","6,178,645","--","--","--"
"Legal Intervention","2004","West Virginia","--","1,816,438","--","--","--"
"Legal Intervention","2004","Wisconsin","--","5,514,026","--","--","--"
"Legal Intervention","2004","Wyoming","--","509,106","--","--","--"
"Legal Intervention","2003","Alabama","--","4,503,491","--","--","--"
"Legal Intervention","2003","Arizona","12**","5,510,364","0.22**","0.22**","348"
"Legal Intervention","2003","Arkansas","--","2,724,816","--","--","--"
"Legal Intervention","2003","California","80","35,253,159","0.23","0.22","2,549"
"Legal Intervention","2003","Colorado","10**","4,528,732","0.22**","0.21**","333"
"Legal Intervention","2003","Delaware","--","818,003","--","--","--"
"Legal Intervention","2003","Florida","--","17,004,085","--","--","--"
"Legal Intervention","2003","Georgia","--","8,622,793","--","--","--"
"Legal Intervention","2003","Hawaii","--","1,251,154","--","--","--"
"Legal Intervention","2003","Idaho","--","1,363,380","--","--","--"
"Legal Intervention","2003","Illinois","--","12,556,006","--","--","--"
"Legal Intervention","2003","Indiana","--","6,196,638","--","--","--"
"Legal Intervention","2003","Iowa","--","2,941,999","--","--","--"
"Legal Intervention","2003","Kansas","--","2,723,004","--","--","--"
