"Year","Intent","Race","State","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"2021","Unintentional","White","Michigan","--","7,445,977","--","--","--"
"2021","Unintentional","White","Minnesota","--","4,461,623","--","--","--"
"2021","Unintentional","White","Mississippi","11**","1,655,255","0.67**","0.70**","417"
"2021","Unintentional","White","Missouri","16**","4,849,382","0.33**","0.35**","443"
"2021","Unintentional","White","Montana","--","945,790","--","--","--"
"2021","Unintentional","White","Nebraska","--","1,518,180","--","--","--"
"2021","Unintentional","White","Nevada","--","1,468,832","--","--","--"
"2021","Unintentional","White","New Mexico","--","762,525","--","--","--"
"2021","Unintentional","White","New York","--","10,793,957","--","--","--"
"2021","Unintentional","White","North Carolina","24","6,544,996","0.37","0.31","408"
"2021","Unintentional","White","North Dakota","--","648,514","--","--","--"
"2021","Unintentional","White","Ohio","12**","9,135,837","0.13**","0.15**","372"
"2021","Unintentional","White","Oklahoma","--","2,550,419","--","--","--"
"2021","Unintentional","White","Oregon","--","3,156,001","--","--","--"
"2021","Unintentional","White","Pennsylvania","17**","9,744,789","0.17**","0.17**","352"
"2021","Unintentional","White","South Carolina","11**","3,296,903","0.33**","0.27**","236"
"2021","Unintentional","White","Tennessee","--","5,093,641","--","--","--"
"2021","Unintentional","White","Texas","31","11,899,190","0.26","0.25","735"
"2021","Unintentional","White","Utah","--","2,576,664","--","--","--"
"2021","Unintentional","White","Vermont","0**","596,378","0.00**","0.00**","--"
"2021","Unintentional","White","Virginia","--","5,221,050","--","--","--"
"2021","Unintentional","White","Washington","--","5,109,226","--","--","--"
"2021","Unintentional","White","West Virginia","--","1,632,053","--","--","--"
"2021","Unintentional","White","Wisconsin","--","4,724,433","--","--","--"
"2021","Unintentional","White","Wyoming","--","482,679","--","--","--"
"2021","Unintentional","Black","Alabama","--","1,337,372","--","--","--"
"2021","Unintentional","Black","Arizona","--","338,421","--","--","--"
"2021","Unintentional","Black","Arkansas","--","466,881","--","--","--"
"2021","Unintentional","Black","California","10**","2,191,696","0.46**","0.42**","304"
"2021","Unintentional","Black","Connecticut","--","382,930","--","--","--"
"2021","Unintentional","Black","Florida","--","3,387,530","--","--","--"
"2021","Unintentional","Black","Georgia","--","3,443,551","--","--","--"
"2021","Unintentional","Black","Illinois","--","1,793,312","--","--","--"
"2021","Unintentional","Black","Indiana","--","668,122","--","--","--"
"2021","Unintentional","Black","Iowa","--","130,779","--","--","--"
"2021","Unintentional","Black","Kentucky","--","374,674","--","--","--"
"2021","Unintentional","Black","Louisiana","14**","1,493,760","0.94**","0.94**","622"
"2021","Unintentional","Black","Michigan","--","1,388,711","--","--","--"
"2021","Unintentional","Black","Mississippi","10**","1,104,913","0.91**","0.97**","356"
"2021","Unintentional","Black","Missouri","--","713,509","--","--","--"
"2021","Unintentional","Black","Nevada","--","299,847","--","--","--"
"2021","Unintentional","Black","New Hampshire","0**","21,401","0.00**","0.00**","--"
"2021","Unintentional","Black","New Mexico","--","40,976","--","--","--"
"2021","Unintentional","Black","New York","--","2,885,477","--","--","--"
"2021","Unintentional","Black","North Carolina","17**","2,244,089","0.76**","0.78**","723"
"2021","Unintentional","Black","Ohio","--","1,508,965","--","--","--"
"2021","Unintentional","Black","Oklahoma","--","298,282","--","--","--"
"2021","Unintentional","Black","Pennsylvania","--","1,409,669","--","--","--"
"2021","Unintentional","Black","South Carolina","10**","1,348,181","0.74**","0.81**","404"
"2021","Unintentional","Black","South Dakota","0**","21,183","0.00**","0.00**","--"
"2021","Unintentional","Black","Tennessee","--","1,151,521","--","--","--"
"2021","Unintentional","Black","Texas","--","3,646,569","--","--","--"
"2021","Unintentional","Black","Virginia","--","1,658,390","--","--","--"
"2021","Unintentional","Black","Washington","--","316,691","--","--","--"
"2021","Unintentional","Black","Wisconsin","--","369,421","--","--","--"
"2021","Unintentional","American Indian / Alaska Native","Alaska","--","109,412","--","--","--"
"2021","Unintentional","American Indian / Alaska Native","Montana","--","65,808","--","--","--"
"2021","Unintentional","American Indian / Alaska Native","New Mexico","--","185,249","--","--","--"
"2021","Unintentional","American Indian / Alaska Native","Oklahoma","--","331,791","--","--","--"
"2021","Unintentional","American Indian / Alaska Native","Oregon","0**","46,303","0.00**","0.00**","--"
"2021","Unintentional","American Indian / Alaska Native","Pennsylvania","0**","18,889","0.00**","0.00**","--"
"2021","Unintentional","American Indian / Alaska Native","Rhode Island","0**","4,572","0.00**","0.00**","--"
"2021","Unintentional","American Indian / Alaska Native","South Carolina","0**","19,120","0.00**","0.00**","--"
"2021","Unintentional","American Indian / Alaska Native","South Dakota","0**","70,049","0.00**","0.00**","--"
"2021","Unintentional","American Indian / Alaska Native","Tennessee","0**","19,754","0.00**","0.00**","--"
"2021","Unintentional","American Indian / Alaska Native","Texas","0**","96,370","0.00**","0.00**","--"
"2021","Unintentional","American Indian / Alaska Native","Utah","0**","30,021","0.00**","0.00**","--"
"2021","Unintentional","American Indian / Alaska Native","Vermont","0**","2,079","0.00**","0.00**","--"
"2021","Unintentional","American Indian / Alaska Native","Virginia","0**","23,028","0.00**","0.00**","--"
"2021","Unintentional","American Indian / Alaska Native","Washington","--","94,495","--","--","--"
"2021","Unintentional","American Indian / Alaska Native","West Virginia","0**","3,877","0.00**","0.00**","--"
"2021","Unintentional","American Indian / Alaska Native","Wisconsin","0**","51,945","0.00**","0.00**","--"
"2021","Unintentional","American Indian / Alaska Native","Wyoming","0**","11,930","0.00**","0.00**","--"
"2021","Unintentional","Asian","Alabama","0**","76,815","0.00**","0.00**","--"
"2021","Unintentional","Asian","Alaska","0**","47,383","0.00**","0.00**","--"
"2021","Unintentional","Asian","Arizona","0**","257,397","0.00**","0.00**","--"
"2021","Unintentional","Asian","Arkansas","0**","52,728","0.00**","0.00**","--"
"2021","Unintentional","Asian","California","--","5,992,155","--","--","--"
"2021","Unintentional","Asian","Colorado","0**","200,691","0.00**","0.00**","--"
"2021","Unintentional","Asian","Connecticut","0**","180,241","0.00**","0.00**","--"
"2021","Unintentional","Asian","Delaware","0**","42,173","0.00**","0.00**","--"
"2021","Unintentional","Asian","District of Columbia","0**","29,427","0.00**","0.00**","--"
"2021","Unintentional","Asian","Florida","0**","640,370","0.00**","0.00**","--"
"2021","Unintentional","Asian","Georgia","0**","486,955","0.00**","0.00**","--"
"2021","Unintentional","Asian","Hawaii","0**","520,036","0.00**","0.00**","--"
"2021","Unintentional","Asian","Idaho","0**","28,541","0.00**","0.00**","--"
"2021","Unintentional","Asian","Illinois","0**","760,909","0.00**","0.00**","--"
"2021","Unintentional","Asian","Indiana","--","181,337","--","--","--"
"2021","Unintentional","Asian","Iowa","0**","85,776","0.00**","0.00**","--"
"2021","Unintentional","Asian","Kansas","0**","91,781","0.00**","0.00**","--"
"2021","Unintentional","Asian","Kentucky","0**","75,164","0.00**","0.00**","--"
"2021","Unintentional","Asian","North Carolina","--","351,560","--","--","--"
"2021","Unintentional","Asian","Ohio","--","308,536","--","--","--"
"2021","Unintentional","Asian","Wisconsin","--","182,952","--","--","--"
"2021","Unintentional","HI Native / Pacific Islander","Hawaii","--","138,479","--","--","--"
"2021","Unintentional","HI Native / Pacific Islander","Idaho","0**","3,514","0.00**","0.00**","--"
"2021","Unintentional","HI Native / Pacific Islander","Illinois","0**","3,788","0.00**","0.00**","--"
"2021","Unintentional","HI Native / Pacific Islander","Indiana","0**","2,830","0.00**","0.00**","--"
"2021","Unintentional","HI Native / Pacific Islander","Iowa","0**","5,623","0.00**","0.00**","--"
"2021","Unintentional","HI Native / Pacific Islander","Kansas","0**","3,180","0.00**","0.00**","--"
"2021","Unintentional","HI Native / Pacific Islander","Kentucky","0**","3,487","0.00**","0.00**","--"
"2021","Unintentional","HI Native / Pacific Islander","Louisiana","0**","1,769","0.00**","0.00**","--"
"2021","Unintentional","HI Native / Pacific Islander","Maine","0**","453","0.00**","0.00**","--"
"2021","Unintentional","HI Native / Pacific Islander","Maryland","0**","3,020","0.00**","0.00**","--"
"2021","Unintentional","HI Native / Pacific Islander","Massachusetts","0**","3,151","0.00**","0.00**","--"
"2021","Unintentional","HI Native / Pacific Islander","Michigan","0**","2,939","0.00**","0.00**","--"
"2021","Unintentional","HI Native / Pacific Islander","Minnesota","0**","3,407","0.00**","0.00**","--"
"2021","Unintentional","HI Native / Pacific Islander","Mississippi","0**","1,136","0.00**","0.00**","--"
"2021","Unintentional","HI Native / Pacific Islander","Missouri","0**","9,190","0.00**","0.00**","--"
"2021","Unintentional","HI Native / Pacific Islander","Montana","0**","811","0.00**","0.00**","--"
"2021","Unintentional","HI Native / Pacific Islander","Nebraska","0**","1,349","0.00**","0.00**","--"
"2021","Unintentional","HI Native / Pacific Islander","Nevada","0**","21,627","0.00**","0.00**","--"
"2021","Unintentional","HI Native / Pacific Islander","New Hampshire","0**","420","0.00**","0.00**","--"
"2021","Unintentional","HI Native / Pacific Islander","New Jersey","0**","3,367","0.00**","0.00**","--"
"2021","Unintentional","HI Native / Pacific Islander","New Mexico","0**","1,401","0.00**","0.00**","--"
"2021","Unintentional","HI Native / Pacific Islander","New York","0**","9,552","0.00**","0.00**","--"
"2021","Unintentional","HI Native / Pacific Islander","North Carolina","0**","7,446","0.00**","0.00**","--"
"2021","Unintentional","HI Native / Pacific Islander","North Dakota","0**","609","0.00**","0.00**","--"
"2021","Unintentional","HI Native / Pacific Islander","Ohio","0**","5,429","0.00**","0.00**","--"
"2021","Unintentional","HI Native / Pacific Islander","Oklahoma","0**","7,996","0.00**","0.00**","--"
"2021","Unintentional","HI Native / Pacific Islander","Oregon","0**","17,773","0.00**","0.00**","--"
"2021","Unintentional","HI Native / Pacific Islander","Pennsylvania","0**","4,089","0.00**","0.00**","--"
"2021","Unintentional","HI Native / Pacific Islander","Rhode Island","0**","697","0.00**","0.00**","--"
"2021","Unintentional","HI Native / Pacific Islander","South Carolina","0**","3,150","0.00**","0.00**","--"
"2021","Unintentional","HI Native / Pacific Islander","South Dakota","0**","638","0.00**","0.00**","--"
"2021","Unintentional","HI Native / Pacific Islander","Tennessee","0**","4,019","0.00**","0.00**","--"
"2021","Unintentional","HI Native / Pacific Islander","Texas","0**","27,313","0.00**","0.00**","--"
"2021","Unintentional","HI Native / Pacific Islander","Utah","0**","34,822","0.00**","0.00**","--"
"2021","Unintentional","HI Native / Pacific Islander","Vermont","0**","187","0.00**","0.00**","--"
"2021","Unintentional","HI Native / Pacific Islander","Virginia","0**","6,411","0.00**","0.00**","--"
"2021","Unintentional","More than One Race","Alabama","--","86,723","--","--","--"
"2021","Unintentional","More than One Race","Arizona","--","162,712","--","--","--"
"2021","Unintentional","More than One Race","Louisiana","--","74,751","--","--","--"
"2021","Unintentional","More than One Race","Maine","0**","24,525","0.00**","0.00**","--"
"2021","Unintentional","More than One Race","Nevada","--","118,701","--","--","--"
"2021","Unintentional","More than One Race","New Mexico","--","34,284","--","--","--"
"2021","Unintentional","More than One Race","New York","0**","378,168","0.00**","0.00**","--"
"2021","Unintentional","More than One Race","Oklahoma","--","235,973","--","--","--"
"2021","Unintentional","More than One Race","Oregon","0**","149,197","0.00**","0.00**","--"
"2021","Unintentional","More than One Race","Pennsylvania","0**","241,386","0.00**","0.00**","--"
"2021","Unintentional","More than One Race","Rhode Island","0**","24,567","0.00**","0.00**","--"
"2021","Unintentional","More than One Race","Wisconsin","--","110,025","--","--","--"
"2021","Unintentional","More than One Race","Wyoming","0**","11,164","0.00**","0.00**","--"
"2021","Homicide","White","Alabama","128","3,277,437","3.91","4.22","3,178"
"2021","Homicide","White","Alaska","--","433,519","--","--","--"
"2021","Homicide","White","Arizona","91","3,877,927","2.35","2.56","2,234"
"2021","Homicide","White","Arkansas","97","2,157,615","4.50","4.79","2,415"
"2021","Homicide","White","California","214","13,811,099","1.55","1.64","5,229"
"2021","Homicide","White","Colorado","98","3,889,617","2.52","2.52","2,614"
"2021","Homicide","White","Connecticut","11**","2,340,336","0.47**","0.45**","231"
"2021","Homicide","White","Delaware","--","608,775","--","--","--"
"2021","Homicide","White","District of Columbia","0**","249,566","0.00**","0.00**","--"
"2021","Homicide","White","Florida","270","11,500,458","2.35","2.71","6,768"
"2021","Homicide","White","Georgia","138","5,501,156","2.51","2.55","3,535"
"2021","Homicide","White","Hawaii","--","308,366","--","--","--"
"2021","Homicide","White","Idaho","24","1,543,708","1.56","1.66","525"
"2021","Homicide","White","Illinois","104","7,591,611","1.37","1.42","2,765"
"2021","Homicide","White","Indiana","152","5,279,911","2.88","3.06","4,304"
"2021","Homicide","White","Iowa","32","2,690,816","1.19","1.34","887"
"2021","Homicide","White","Kansas","50","2,192,035","2.28","2.48","1,370"
"2021","Homicide","White","Kentucky","136","3,764,921","3.61","3.74","3,402"
"2021","Homicide","White","Louisiana","82","2,681,993","3.06","3.14","1,932"
"2021","Homicide","White","Maine","10**","1,274,066","0.79**","0.94**","282"
"2021","Homicide","White","Maryland","46","3,012,403","1.53","1.58","1,091"
"2021","Homicide","White","Massachusetts","18**","4,902,675","0.37**","0.39**","447"
"2021","Homicide","White","Michigan","123","7,445,977","1.65","1.80","3,294"
"2021","Homicide","White","Minnesota","33","4,461,623","0.74","0.81","855"
"2021","Homicide","White","Mississippi","91","1,655,255","5.50","5.80","2,231"
"2021","Homicide","White","Missouri","142","4,849,382","2.93","3.15","3,914"
