"Date Printed: Wednesday, January 25, 2023 12:58:36 PM",,,,,,,,,,
Title: HIV diagnoses | 2019 | Ages 13 years and older | Black/African American | Both sexes | All transmission categories | US Map-County Level,,,,,,,,,,
,,,,,,,,,,
Footnote(s): Data for years 2021 and 2022 are preliminary (subject to a 12-month reporting delay). Data for the year 2020 should be interpreted with caution due to the impact of the COVID-19 pandemic on access to HIV testing, care-related services, and case surveillance activities in state/local jurisdictions. Inclusion of 2020 through 2022 data in trend assessments is discouraged. Data by transmission category presented based on sex assigned at birth and are adjusted for missing transmission category. See Technical notes for more details on data availability and stratifications.,,,,,,,,
HIV diagnoses,"Sumter County, Georgia",13261,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"12,622"
HIV diagnoses,"Talbot County, Georgia",13263,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,"2,931"
HIV diagnoses,"Taliaferro County, Georgia",13265,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,757
HIV diagnoses,"Tattnall County, Georgia",13267,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"6,317"
HIV diagnoses,"Taylor County, Georgia",13269,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,"2,523"
HIV diagnoses,"Telfair County, Georgia",13271,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,"4,725"
HIV diagnoses,"Terrell County, Georgia",13273,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"4,150"
HIV diagnoses,"Thomas County, Georgia",13275,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,5,38.5,"12,983"
HIV diagnoses,"Tift County, Georgia",13277,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,5,51.2,"9,771"
HIV diagnoses,"Toombs County, Georgia",13279,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"5,398"
HIV diagnoses,"Towns County, Georgia",13281,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,115
HIV diagnoses,"Treutlen County, Georgia",13283,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"1,783"
HIV diagnoses,"Troup County, Georgia",13285,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,9,43.9,"20,505"
HIV diagnoses,"Turner County, Georgia",13287,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"2,468"
HIV diagnoses,"Twiggs County, Georgia",13289,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"2,816"
HIV diagnoses,"Union County, Georgia",13291,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,156
HIV diagnoses,"Upson County, Georgia",13293,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"6,020"
HIV diagnoses,"Walker County, Georgia",13295,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"2,526"
HIV diagnoses,"Walton County, Georgia",13297,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,5,35.7,"14,025"
HIV diagnoses,"Ware County, Georgia",13299,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"8,551"
HIV diagnoses,"Warren County, Georgia",13301,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"2,576"
HIV diagnoses,"Washington County, Georgia",13303,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"9,006"
HIV diagnoses,"Wayne County, Georgia",13305,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"4,760"
HIV diagnoses,"Webster County, Georgia",13307,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,917
HIV diagnoses,"Wheeler County, Georgia",13309,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,"2,650"
HIV diagnoses,"White County, Georgia",13311,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,516
HIV diagnoses,"Whitfield County, Georgia",13313,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"3,202"
HIV diagnoses,"Wilcox County, Georgia",13315,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"2,566"
HIV diagnoses,"Wilkes County, Georgia",13317,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,"3,301"
HIV diagnoses,"Wilkinson County, Georgia",13319,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"2,847"
HIV diagnoses,"Worth County, Georgia",13321,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"4,571"
HIV diagnoses,"Hawaii County, Hawaii",15001,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,"1,178"
HIV diagnoses,"Honolulu County, Hawaii",15003,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,1,4.8,"20,994"
HIV diagnoses,"Kalawao County, Hawaii",15005,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,0
HIV diagnoses,"Kauai County, Hawaii",15007,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,377
HIV diagnoses,"Maui County, Hawaii",15009,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,979
HIV diagnoses,"Ada County, Idaho",16001,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"4,586"
HIV diagnoses,"Adams County, Idaho",16003,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,7
HIV diagnoses,"Bannock County, Idaho",16005,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,660
HIV diagnoses,"Bear Lake County, Idaho",16007,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,18
HIV diagnoses,"Benewah County, Idaho",16009,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,34
HIV diagnoses,"Bingham County, Idaho",16011,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,119
HIV diagnoses,"Blaine County, Idaho",16013,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,87
HIV diagnoses,"Boise County, Idaho",16015,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,25
HIV diagnoses,"Bonner County, Idaho",16017,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,103
HIV diagnoses,"Bonneville County, Idaho",16019,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,547
HIV diagnoses,"Boundary County, Idaho",16021,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,61
HIV diagnoses,"Butte County, Idaho",16023,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,8
HIV diagnoses,"Camas County, Idaho",16025,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,5
HIV diagnoses,"Canyon County, Idaho",16027,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"1,063"
HIV diagnoses,"Caribou County, Idaho",16029,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,7
HIV diagnoses,"Cassia County, Idaho",16031,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,74
HIV diagnoses,"Clark County, Idaho",16033,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,10
HIV diagnoses,"Clearwater County, Idaho",16035,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,47
HIV diagnoses,"Custer County, Idaho",16037,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,18
HIV diagnoses,"Elmore County, Idaho",16039,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,616
HIV diagnoses,"Franklin County, Idaho",16041,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,33
HIV diagnoses,"Fremont County, Idaho",16043,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,38
HIV diagnoses,"Gem County, Idaho",16045,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,32
HIV diagnoses,"Gooding County, Idaho",16047,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,33
HIV diagnoses,"Idaho County, Idaho",16049,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,73
HIV diagnoses,"Jefferson County, Idaho",16051,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,68
HIV diagnoses,"Jerome County, Idaho",16053,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,56
HIV diagnoses,"Kootenai County, Idaho",16055,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,494
HIV diagnoses,"Latah County, Idaho",16057,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,338
HIV diagnoses,"Lemhi County, Idaho",16059,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,20
HIV diagnoses,"Lewis County, Idaho",16061,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,20
HIV diagnoses,"Lincoln County, Idaho",16063,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,12
HIV diagnoses,"Madison County, Idaho",16065,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,208
HIV diagnoses,"Minidoka County, Idaho",16067,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,55
HIV diagnoses,"Nez Perce County, Idaho",16069,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,145
HIV diagnoses,"Oneida County, Idaho",16071,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,13
HIV diagnoses,"Owyhee County, Idaho",16073,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,36
HIV diagnoses,"Payette County, Idaho",16075,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,72
HIV diagnoses,"Power County, Idaho",16077,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,20
HIV diagnoses,"Shoshone County, Idaho",16079,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,64
HIV diagnoses,"Teton County, Idaho",16081,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,23
HIV diagnoses,"Twin Falls County, Idaho",16083,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,497
HIV diagnoses,"Valley County, Idaho",16085,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,39
