"Date Printed: Wednesday, January 25, 2023 12:12:47 PM"
Title: HIV diagnoses | 2019 | Ages 13 years and older | All races/ethnicities | Both sexes | All transmission categories | US Map-County Level

Footnote(s): Data for years 2021 and 2022 are preliminary (subject to a 12-month reporting delay). Data for the year 2020 should be interpreted with caution due to the impact of the COVID-19 pandemic on access to HIV testing, care-related services, and case surveillance activities in state/local jurisdictions. Inclusion of 2020 through 2022 data in trend assessments is discouraged. Data by transmission category presented based on sex assigned at birth and are adjusted for missing transmission category. See Technical notes for more details on data availability and stratifications.
NA - Not Applicable.




Indicator,Geography,FIPS,Year,Age Group,Race/Ethnicity,Sex,Transmission Category,Cases,Rate per 100000,Population
"HIV diagnoses","Bear Lake County, Idaho","16007","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","4,969"
"HIV diagnoses","Benewah County, Idaho","16009","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","7,849"
"HIV diagnoses","Bingham County, Idaho","16011","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","36,716"
"HIV diagnoses","Blaine County, Idaho","16013","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","19,738"
"HIV diagnoses","Boise County, Idaho","16015","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","7,101"
"HIV diagnoses","Bonner County, Idaho","16017","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","39,515"
"HIV diagnoses","Bonneville County, Idaho","16019","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","93,077"
"HIV diagnoses","Boundary County, Idaho","16021","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","10,301"
"HIV diagnoses","Butte County, Idaho","16023","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","2,197"
"HIV diagnoses","Camas County, Idaho","16025","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","926"
"HIV diagnoses","Canyon County, Idaho","16027","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","8","4.3","184,498"
"HIV diagnoses","Caribou County, Idaho","16029","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","5,685"
"HIV diagnoses","Cassia County, Idaho","16031","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","18,691"
"HIV diagnoses","Clark County, Idaho","16033","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","707"
"HIV diagnoses","Clearwater County, Idaho","16035","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","7,873"
"HIV diagnoses","Custer County, Idaho","16037","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","3,759"
"HIV diagnoses","Elmore County, Idaho","16039","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","22,133"
"HIV diagnoses","Franklin County, Idaho","16041","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","10,913"
"HIV diagnoses","Fremont County, Idaho","16043","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","10,918"
"HIV diagnoses","Gem County, Idaho","16045","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","15,277"
"HIV diagnoses","Gooding County, Idaho","16047","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","12,359"
"HIV diagnoses","Idaho County, Idaho","16049","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","14,356"
"HIV diagnoses","Jefferson County, Idaho","16051","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","22,790"
"HIV diagnoses","Jerome County, Idaho","16053","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","19,124"
"HIV diagnoses","Kootenai County, Idaho","16055","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","138,981"
"HIV diagnoses","Latah County, Idaho","16057","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","34,971"
"HIV diagnoses","Lemhi County, Idaho","16059","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","7,003"
"HIV diagnoses","Lewis County, Idaho","16061","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","3,279"
"HIV diagnoses","Lincoln County, Idaho","16063","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","4,335"
"HIV diagnoses","Madison County, Idaho","16065","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","32,272"
"HIV diagnoses","Minidoka County, Idaho","16067","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","16,491"
"HIV diagnoses","Nez Perce County, Idaho","16069","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","34,396"
"HIV diagnoses","Oneida County, Idaho","16071","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","3,608"
"HIV diagnoses","Owyhee County, Idaho","16073","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","9,758"
"HIV diagnoses","Payette County, Idaho","16075","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","19,632"
"HIV diagnoses","Power County, Idaho","16077","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","5,933"
"HIV diagnoses","Shoshone County, Idaho","16079","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","10,966"
"HIV diagnoses","Teton County, Idaho","16081","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","10,011"
"HIV diagnoses","Twin Falls County, Idaho","16083","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","69,939"
"HIV diagnoses","Valley County, Idaho","16085","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","9,965"
"HIV diagnoses","Washington County, Idaho","16087","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","8,557"
"HIV diagnoses","Adams County, Illinois","17001","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","54,770"
"HIV diagnoses","Alexander County, Illinois","17003","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","4,888"
"HIV diagnoses","Bond County, Illinois","17005","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","14,316"
"HIV diagnoses","Boone County, Illinois","17007","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","44,533"
"HIV diagnoses","Brown County, Illinois","17009","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","5,857"
"HIV diagnoses","Bureau County, Illinois","17011","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","27,908"
"HIV diagnoses","Calhoun County, Illinois","17013","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","4,071"
"HIV diagnoses","Carroll County, Illinois","17015","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","12,395"
"HIV diagnoses","Cass County, Illinois","17017","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","10,032"
"HIV diagnoses","Champaign County, Illinois","17019","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","14","7.7","180,995"
"HIV diagnoses","Christian County, Illinois","17021","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","27,843"
"HIV diagnoses","Clark County, Illinois","17023","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","12,994"
"HIV diagnoses","Clay County, Illinois","17025","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","11,038"
"HIV diagnoses","Clinton County, Illinois","17027","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","31,806"
"HIV diagnoses","Coles County, Illinois","17029","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","44,308"
"HIV diagnoses","Cook County, Illinois","17031","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","882","20.3","4,344,471"
"HIV diagnoses","Crawford County, Illinois","17033","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","16,015"
"HIV diagnoses","Cumberland County, Illinois","17035","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","9,029"
"HIV diagnoses","Dekalb County, Illinois","17037","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","7","7.9","89,038"
"HIV diagnoses","De Witt County, Illinois","17039","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","13,330"
"HIV diagnoses","Douglas County, Illinois","17041","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","16,083"
"HIV diagnoses","Dupage County, Illinois","17043","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","39","5.0","776,789"
"HIV diagnoses","Edgar County, Illinois","17045","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","14,772"
"HIV diagnoses","Edwards County, Illinois","17047","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","5,370"
"HIV diagnoses","Effingham County, Illinois","17049","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","28,214"
