Data Year,Measure,UnitTypeDescription,MeasureDefinition,StateCode,Value,LowerCI,UpperCI,Rank,Number,Source,MissingReason,CaseShare,
2021,Chronic Obstructive Pulmonary Disease,Percentage of adults,"Percentage of adults who reported ever being told by a health professional that they have chronic obstructive pulmonary disease, emphysema or chronic bronchitis",VT,6.6,5.7,7.5,29,34700,"CDC, Behavioral Risk Factor Surveillance System",NA,0.2,,
2021,Chronic Obstructive Pulmonary Disease,Percentage of adults,"Percentage of adults who reported ever being told by a health professional that they have chronic obstructive pulmonary disease, emphysema or chronic bronchitis",WA,5.1,4.7,5.6,7,315700,"CDC, Behavioral Risk Factor Surveillance System",NA,2,,
2021,Chronic Obstructive Pulmonary Disease,Percentage of adults,"Percentage of adults who reported ever being told by a health professional that they have chronic obstructive pulmonary disease, emphysema or chronic bronchitis",WI,5.6,4.7,6.5,13,259200,"CDC, Behavioral Risk Factor Surveillance System",NA,1.6,,
2021,Chronic Obstructive Pulmonary Disease,Percentage of adults,"Percentage of adults who reported ever being told by a health professional that they have chronic obstructive pulmonary disease, emphysema or chronic bronchitis",WV,13.1,12.2,14,49,186200,"CDC, Behavioral Risk Factor Surveillance System",NA,1.2,,
2021,Chronic Obstructive Pulmonary Disease,Percentage of adults,"Percentage of adults who reported ever being told by a health professional that they have chronic obstructive pulmonary disease, emphysema or chronic bronchitis",WY,6.5,5.6,7.5,28,29200,"CDC, Behavioral Risk Factor Surveillance System",NA,0.2,,
2021,Chronic Obstructive Pulmonary Disease - Ages 18-44,Percentage of adults,"Percentage of the population ages 18-44 who reported being told by a health professional that they have chronic obstructive pulmonary disease, emphysema or chronic bronchitis",AK,2.1,1.4,2.9,NA,5900,"CDC, Behavioral Risk Factor Surveillance System",NA,18.8,,
2021,Chronic Obstructive Pulmonary Disease - Ages 18-44,Percentage of adults,"Percentage of the population ages 18-44 who reported being told by a health professional that they have chronic obstructive pulmonary disease, emphysema or chronic bronchitis",AL,4.3,2.9,5.8,NA,75300,"CDC, Behavioral Risk Factor Surveillance System",NA,20.4,,
2021,Chronic Obstructive Pulmonary Disease - Ages 18-44,Percentage of adults,"Percentage of the population ages 18-44 who reported being told by a health professional that they have chronic obstructive pulmonary disease, emphysema or chronic bronchitis",ALL,2.7,2.6,2.9,NA,3082400,"CDC, Behavioral Risk Factor Surveillance System",NA,19.6,,
2021,Chronic Obstructive Pulmonary Disease - Ages 18-44,Percentage of adults,"Percentage of the population ages 18-44 who reported being told by a health professional that they have chronic obstructive pulmonary disease, emphysema or chronic bronchitis",AR,3.5,2.2,4.9,NA,37200,"CDC, Behavioral Risk Factor Surveillance System",NA,16.7,,
2021,Chronic Obstructive Pulmonary Disease - Ages 18-44,Percentage of adults,"Percentage of the population ages 18-44 who reported being told by a health professional that they have chronic obstructive pulmonary disease, emphysema or chronic bronchitis",AZ,2.5,1.8,3.2,NA,63500,"CDC, Behavioral Risk Factor Surveillance System",NA,19.9,,
2021,Chronic Obstructive Pulmonary Disease - Ages 18-44,Percentage of adults,"Percentage of the population ages 18-44 who reported being told by a health professional that they have chronic obstructive pulmonary disease, emphysema or chronic bronchitis",CA,2.6,1.9,3.4,NA,394500,"CDC, Behavioral Risk Factor Surveillance System",NA,27.9,,
2021,Chronic Obstructive Pulmonary Disease - Ages 18-44,Percentage of adults,"Percentage of the population ages 18-44 who reported being told by a health professional that they have chronic obstructive pulmonary disease, emphysema or chronic bronchitis",CO,2.4,1.9,3,NA,54300,"CDC, Behavioral Risk Factor Surveillance System",NA,23.2,,
2021,Chronic Obstructive Pulmonary Disease - Ages 18-44,Percentage of adults,"Percentage of the population ages 18-44 who reported being told by a health professional that they have chronic obstructive pulmonary disease, emphysema or chronic bronchitis",CT,1.6,1.1,2.2,NA,19700,"CDC, Behavioral Risk Factor Surveillance System",NA,12.9,,
2021,Chronic Obstructive Pulmonary Disease - Ages 18-44,Percentage of adults,"Percentage of the population ages 18-44 who reported being told by a health professional that they have chronic obstructive pulmonary disease, emphysema or chronic bronchitis",DC,2.4,1.2,3.6,NA,7800,"CDC, Behavioral Risk Factor Surveillance System",NA,30.4,,
2021,Chronic Obstructive Pulmonary Disease - Ages 18-44,Percentage of adults,"Percentage of the population ages 18-44 who reported being told by a health professional that they have chronic obstructive pulmonary disease, emphysema or chronic bronchitis",DE,1.9,0.9,3,NA,6500,"CDC, Behavioral Risk Factor Surveillance System",NA,13.1,,
2021,Chronic Obstructive Pulmonary Disease - Ages 18-44,Percentage of adults,"Percentage of the population ages 18-44 who reported being told by a health professional that they have chronic obstructive pulmonary disease, emphysema or chronic bronchitis",FL,NA,NA,NA,NA,NA,"CDC, Behavioral Risk Factor Surveillance System",Results are suppressed due to inadequate sample size and/or to protect identity,NA,,
2021,Chronic Obstructive Pulmonary Disease - Ages 18-44,Percentage of adults,"Percentage of the population ages 18-44 who reported being told by a health professional that they have chronic obstructive pulmonary disease, emphysema or chronic bronchitis",GA,3.2,2.2,4.2,NA,125500,"CDC, Behavioral Risk Factor Surveillance System",NA,22.7,,
2021,Chronic Obstructive Pulmonary Disease - Ages 18-44,Percentage of adults,"Percentage of the population ages 18-44 who reported being told by a health professional that they have chronic obstructive pulmonary disease, emphysema or chronic bronchitis",HI,1,0.5,1.4,NA,4900,"CDC, Behavioral Risk Factor Surveillance System",NA,12.2,,
2021,Chronic Obstructive Pulmonary Disease - Ages 18-44,Percentage of adults,"Percentage of the population ages 18-44 who reported being told by a health professional that they have chronic obstructive pulmonary disease, emphysema or chronic bronchitis",IA,2.3,1.6,3,NA,25400,"CDC, Behavioral Risk Factor Surveillance System",NA,15.7,,
2021,Chronic Obstructive Pulmonary Disease - Ages 18-44,Percentage of adults,"Percentage of the population ages 18-44 who reported being told by a health professional that they have chronic obstructive pulmonary disease, emphysema or chronic bronchitis",ID,2,1.1,2.8,NA,13100,"CDC, Behavioral Risk Factor Surveillance System",NA,16.1,,
2021,Chronic Obstructive Pulmonary Disease - Ages 18-44,Percentage of adults,"Percentage of the population ages 18-44 who reported being told by a health professional that they have chronic obstructive pulmonary disease, emphysema or chronic bronchitis",IL,1.8,0.9,2.6,NA,80300,"CDC, Behavioral Risk Factor Surveillance System",NA,14.7,,
2021,Chronic Obstructive Pulmonary Disease - Ages 18-44,Percentage of adults,"Percentage of the population ages 18-44 who reported being told by a health professional that they have chronic obstructive pulmonary disease, emphysema or chronic bronchitis",IN,3.3,2.5,4.1,NA,78700,"CDC, Behavioral Risk Factor Surveillance System",NA,17.7,,
2021,Chronic Obstructive Pulmonary Disease - Ages 18-44,Percentage of adults,"Percentage of the population ages 18-44 who reported being told by a health professional that they have chronic obstructive pulmonary disease, emphysema or chronic bronchitis",KS,2.1,1.6,2.6,NA,21700,"CDC, Behavioral Risk Factor Surveillance System",NA,15.1,,
2021,Chronic Obstructive Pulmonary Disease - Ages 18-44,Percentage of adults,"Percentage of the population ages 18-44 who reported being told by a health professional that they have chronic obstructive pulmonary disease, emphysema or chronic bronchitis",KY,4.8,3.5,6.1,NA,74400,"CDC, Behavioral Risk Factor Surveillance System",NA,19.5,,
2021,Chronic Obstructive Pulmonary Disease - Ages 18-44,Percentage of adults,"Percentage of the population ages 18-44 who reported being told by a health professional that they have chronic obstructive pulmonary disease, emphysema or chronic bronchitis",LA,4.5,3.2,5.9,NA,74800,"CDC, Behavioral Risk Factor Surveillance System",NA,24.3,,
2021,Chronic Obstructive Pulmonary Disease - Ages 18-44,Percentage of adults,"Percentage of the population ages 18-44 who reported being told by a health professional that they have chronic obstructive pulmonary disease, emphysema or chronic bronchitis",MA,2.7,1.9,3.5,NA,68400,"CDC, Behavioral Risk Factor Surveillance System",NA,20.6,,
2021,Chronic Obstructive Pulmonary Disease - Ages 18-44,Percentage of adults,"Percentage of the population ages 18-44 who reported being told by a health professional that they have chronic obstructive pulmonary disease, emphysema or chronic bronchitis",MD,2,1.4,2.5,NA,42400,"CDC, Behavioral Risk Factor Surveillance System",NA,18.1,,
2021,Chronic Obstructive Pulmonary Disease - Ages 18-44,Percentage of adults,"Percentage of the population ages 18-44 who reported being told by a health professional that they have chronic obstructive pulmonary disease, emphysema or chronic bronchitis",ME,3.7,2.6,4.8,NA,15900,"CDC, Behavioral Risk Factor Surveillance System",NA,15.9,,
2021,Chronic Obstructive Pulmonary Disease - Ages 18-44,Percentage of adults,"Percentage of the population ages 18-44 who reported being told by a health professional that they have chronic obstructive pulmonary disease, emphysema or chronic bronchitis",MI,3.4,2.6,4.3,NA,118100,"CDC, Behavioral Risk Factor Surveillance System",NA,19.4,,
2021,Chronic Obstructive Pulmonary Disease - Ages 18-44,Percentage of adults,"Percentage of the population ages 18-44 who reported being told by a health professional that they have chronic obstructive pulmonary disease, emphysema or chronic bronchitis",MN,1.6,1.2,2,NA,31800,"CDC, Behavioral Risk Factor Surveillance System",NA,15.3,,
2021,Chronic Obstructive Pulmonary Disease - Ages 18-44,Percentage of adults,"Percentage of the population ages 18-44 who reported being told by a health professional that they have chronic obstructive pulmonary disease, emphysema or chronic bronchitis",MO,3.4,2.6,4.2,NA,72500,"CDC, Behavioral Risk Factor Surveillance System",NA,17.7,,
2021,Chronic Obstructive Pulmonary Disease - Ages 18-44,Percentage of adults,"Percentage of the population ages 18-44 who reported being told by a health professional that they have chronic obstructive pulmonary disease, emphysema or chronic bronchitis",MS,5.2,3.6,6.7,NA,53500,"CDC, Behavioral Risk Factor Surveillance System",NA,26.1,,
2021,Chronic Obstructive Pulmonary Disease - Ages 18-44,Percentage of adults,"Percentage of the population ages 18-44 who reported being told by a health professional that they have chronic obstructive pulmonary disease, emphysema or chronic bronchitis",MT,1.9,1.1,2.7,NA,7000,"CDC, Behavioral Risk Factor Surveillance System",NA,13.7,,
2021,Chronic Obstructive Pulmonary Disease - Ages 18-44,Percentage of adults,"Percentage of the population ages 18-44 who reported being told by a health professional that they have chronic obstructive pulmonary disease, emphysema or chronic bronchitis",NC,3.1,2,4.1,NA,114300,"CDC, Behavioral Risk Factor Surveillance System",NA,18.2,,
