"Date Printed: Wednesday, January 25, 2023 12:49:48 PM",,,,,,,,,,
Title: HIV diagnoses | 2019 | 55+ | All races/ethnicities | Both sexes | All transmission categories | US Map-County Level,,,,,,,,,,
,,,,,,,,,,
Footnote(s): Data for years 2021 and 2022 are preliminary (subject to a 12-month reporting delay). Data for the year 2020 should be interpreted with caution due to the impact of the COVID-19 pandemic on access to HIV testing, care-related services, and case surveillance activities in state/local jurisdictions. Inclusion of 2020 through 2022 data in trend assessments is discouraged. Data by transmission category presented based on sex assigned at birth and are adjusted for missing transmission category. See Technical notes for more details on data availability and stratifications.,,,,,,,,
HIV diagnoses,"Ogle County, Illinois",17141,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"17,230"
HIV diagnoses,"Peoria County, Illinois",17143,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"54,074"
HIV diagnoses,"Perry County, Illinois",17145,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"6,802"
HIV diagnoses,"Piatt County, Illinois",17147,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"5,836"
HIV diagnoses,"Pike County, Illinois",17149,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"5,512"
HIV diagnoses,"Pope County, Illinois",17151,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"1,997"
HIV diagnoses,"Pulaski County, Illinois",17153,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"2,065"
HIV diagnoses,"Putnam County, Illinois",17155,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"2,302"
HIV diagnoses,"Randolph County, Illinois",17157,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"10,687"
HIV diagnoses,"Richland County, Illinois",17159,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"5,539"
HIV diagnoses,"Rock Island County, Illinois",17161,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"47,231"
HIV diagnoses,"St. Clair County, Illinois",17163,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"78,815"
HIV diagnoses,"Saline County, Illinois",17165,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"8,264"
HIV diagnoses,"Sangamon County, Illinois",17167,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"63,600"
HIV diagnoses,"Schuyler County, Illinois",17169,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"2,576"
HIV diagnoses,"Scott County, Illinois",17171,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"1,819"
HIV diagnoses,"Shelby County, Illinois",17173,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"8,229"
HIV diagnoses,"Stark County, Illinois",17175,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"2,010"
HIV diagnoses,"Stephenson County, Illinois",17177,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"17,096"
HIV diagnoses,"Tazewell County, Illinois",17179,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"43,587"
HIV diagnoses,"Union County, Illinois",17181,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"6,115"
HIV diagnoses,"Vermilion County, Illinois",17183,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"25,546"
HIV diagnoses,"Wabash County, Illinois",17185,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"4,177"
HIV diagnoses,"Warren County, Illinois",17187,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"5,685"
HIV diagnoses,"Washington County, Illinois",17189,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"5,095"
HIV diagnoses,"Wayne County, Illinois",17191,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"5,874"
HIV diagnoses,"White County, Illinois",17193,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"5,015"
HIV diagnoses,"Whiteside County, Illinois",17195,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"19,860"
HIV diagnoses,"Will County, Illinois",17197,2019,55+,All races/ethnicities,Both sexes,All transmission categories,5,2.8,"181,797"
HIV diagnoses,"Williamson County, Illinois",17199,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"22,031"
HIV diagnoses,"Winnebago County, Illinois",17201,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"89,240"
HIV diagnoses,"Woodford County, Illinois",17203,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"12,461"
HIV diagnoses,"Adams County, Indiana",18001,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"9,742"
HIV diagnoses,"Allen County, Indiana",18003,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"102,753"
HIV diagnoses,"Bartholomew County, Indiana",18005,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"24,087"
HIV diagnoses,"Benton County, Indiana",18007,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"2,794"
HIV diagnoses,"Blackford County, Indiana",18009,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"4,286"
HIV diagnoses,"Boone County, Indiana",18011,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"18,090"
HIV diagnoses,"Brown County, Indiana",18013,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"6,461"
HIV diagnoses,"Carroll County, Indiana",18015,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"7,040"
HIV diagnoses,"Cass County, Indiana",18017,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"12,154"
HIV diagnoses,"Clark County, Indiana",18019,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"34,896"
HIV diagnoses,"Clay County, Indiana",18021,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"8,614"
HIV diagnoses,"Clinton County, Indiana",18023,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"9,627"
HIV diagnoses,"Crawford County, Indiana",18025,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"3,852"
HIV diagnoses,"Daviess County, Indiana",18027,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"9,265"
HIV diagnoses,"Dearborn County, Indiana",18029,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"16,474"
HIV diagnoses,"Decatur County, Indiana",18031,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"8,247"
HIV diagnoses,"Dekalb County, Indiana",18033,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"13,224"
HIV diagnoses,"Delaware County, Indiana",18035,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"33,558"
HIV diagnoses,"Dubois County, Indiana",18037,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"13,944"
HIV diagnoses,"Elkhart County, Indiana",18039,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"55,209"
HIV diagnoses,"Fayette County, Indiana",18041,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"7,944"
HIV diagnoses,"Floyd County, Indiana",18043,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"24,131"
HIV diagnoses,"Fountain County, Indiana",18045,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"5,757"
HIV diagnoses,"Franklin County, Indiana",18047,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"7,723"
HIV diagnoses,"Fulton County, Indiana",18049,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"6,865"
HIV diagnoses,"Gibson County, Indiana",18051,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"10,743"
HIV diagnoses,"Grant County, Indiana",18053,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"21,977"
HIV diagnoses,"Greene County, Indiana",18055,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"11,234"
HIV diagnoses,"Hamilton County, Indiana",18057,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"83,088"
HIV diagnoses,"Hancock County, Indiana",18059,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"23,656"
HIV diagnoses,"Harrison County, Indiana",18061,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"13,517"
HIV diagnoses,"Hendricks County, Indiana",18063,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"45,299"
HIV diagnoses,"Henry County, Indiana",18065,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"16,051"
HIV diagnoses,"Howard County, Indiana",18067,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"27,770"
HIV diagnoses,"Huntington County, Indiana",18069,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"11,816"
HIV diagnoses,"Jackson County, Indiana",18071,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"13,266"
HIV diagnoses,"Jasper County, Indiana",18073,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"10,723"
HIV diagnoses,"Jay County, Indiana",18075,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"6,536"
HIV diagnoses,"Jefferson County, Indiana",18077,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"10,592"
HIV diagnoses,"Jennings County, Indiana",18079,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"8,488"
HIV diagnoses,"Johnson County, Indiana",18081,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"43,120"
HIV diagnoses,"Knox County, Indiana",18083,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"11,836"
HIV diagnoses,"Kosciusko County, Indiana",18085,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"24,466"
HIV diagnoses,"Lagrange County, Indiana",18087,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"9,925"
HIV diagnoses,"Lake County, Indiana",18089,2019,55+,All races/ethnicities,Both sexes,All transmission categories,6,4,"149,026"
HIV diagnoses,"Laporte County, Indiana",18091,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"35,588"
HIV diagnoses,"Lawrence County, Indiana",18093,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"15,854"
HIV diagnoses,"Madison County, Indiana",18095,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"41,394"
HIV diagnoses,"Marion County, Indiana",18097,2019,55+,All races/ethnicities,Both sexes,All transmission categories,15,6.3,"238,221"
HIV diagnoses,"Marshall County, Indiana",18099,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"14,802"
HIV diagnoses,"Martin County, Indiana",18101,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"3,577"
HIV diagnoses,"Miami County, Indiana",18103,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"11,074"
HIV diagnoses,"Monroe County, Indiana",18105,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"35,193"
HIV diagnoses,"Montgomery County, Indiana",18107,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"12,503"
HIV diagnoses,"Morgan County, Indiana",18109,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"22,858"
HIV diagnoses,"Newton County, Indiana",18111,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"4,979"
HIV diagnoses,"Noble County, Indiana",18113,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"14,567"
HIV diagnoses,"Ohio County, Indiana",18115,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"2,377"
HIV diagnoses,"Orange County, Indiana",18117,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"6,848"
HIV diagnoses,"Owen County, Indiana",18119,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"7,593"
HIV diagnoses,"Parke County, Indiana",18121,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"5,864"
HIV diagnoses,"Perry County, Indiana",18123,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"6,356"
HIV diagnoses,"Pike County, Indiana",18125,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"4,455"
HIV diagnoses,"Porter County, Indiana",18127,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"52,754"
HIV diagnoses,"Posey County, Indiana",18129,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"8,964"
HIV diagnoses,"Pulaski County, Indiana",18131,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"4,343"
HIV diagnoses,"Putnam County, Indiana",18133,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"11,401"
HIV diagnoses,"Randolph County, Indiana",18135,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"8,492"
HIV diagnoses,"Ripley County, Indiana",18137,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"9,174"
HIV diagnoses,"Rush County, Indiana",18139,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"5,595"
HIV diagnoses,"St. Joseph County, Indiana",18141,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"77,893"
HIV diagnoses,"Scott County, Indiana",18143,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"7,395"
HIV diagnoses,"Shelby County, Indiana",18145,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"14,524"
HIV diagnoses,"Spencer County, Indiana",18147,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"7,258"
