Indicator,Year,Geography,FIPS,Age Group,Race/Ethnicity,Sex,Cases,Percent,Population
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Massachusetts","25","13-24","All races/ethnicities","Both sexes","1,314","44.5","2,950"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Michigan","26","45-54","All races/ethnicities","Both sexes","596","15.7","3,800"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Michigan","26","35-44","All races/ethnicities","Both sexes","977","22.1","4,420"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Michigan","26","25-34","All races/ethnicities","Both sexes","1,912","16.8","11,360"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Michigan","26","13-24","All races/ethnicities","Both sexes","692","9.6","7,230"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Minnesota","27","45-54","All races/ethnicities","Both sexes","583","16.8","3,470"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Minnesota","27","35-44","All races/ethnicities","Both sexes","1,000","17.2","5,810"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Minnesota","27","25-34","All races/ethnicities","Both sexes","1,685","19.9","8,450"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Minnesota","27","13-24","All races/ethnicities","Both sexes","546","19.0","2,870"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Mississippi","28","45-54","All races/ethnicities","Both sexes","145","24.2","600"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Mississippi","28","35-44","All races/ethnicities","Both sexes","234","25.7","910"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Mississippi","28","25-34","All races/ethnicities","Both sexes","384","27.4","1,400"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Mississippi","28","13-24","All races/ethnicities","Both sexes","226","18.8","1,200"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Missouri","29","45-54","All races/ethnicities","Both sexes","489","21.3","2,300"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Missouri","29","35-44","All races/ethnicities","Both sexes","776","20.7","3,740"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Missouri","29","25-34","All races/ethnicities","Both sexes","1,411","23.8","5,920"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Missouri","29","13-24","All races/ethnicities","Both sexes","508","10.6","4,810"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Montana","30","45-54","All races/ethnicities","Both sexes","Data suppressed","Data suppressed","NA"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Montana","30","35-44","All races/ethnicities","Both sexes","78","11.1","700"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Montana","30","25-34","All races/ethnicities","Both sexes","95","9.5","1,000"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Montana","30","13-24","All races/ethnicities","Both sexes","54","18.0","300"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Nebraska","31","45-54","All races/ethnicities","Both sexes","84","23.3","360"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Nebraska","31","35-44","All races/ethnicities","Both sexes","155","39.7","390"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Nebraska","31","25-34","All races/ethnicities","Both sexes","296","37.0","800"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Nebraska","31","13-24","All races/ethnicities","Both sexes","119","25.3","470"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Nevada","32","45-54","All races/ethnicities","Both sexes","377","23.4","1,610"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Nevada","32","35-44","All races/ethnicities","Both sexes","646","27.1","2,380"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Nevada","32","25-34","All races/ethnicities","Both sexes","957","22.4","4,280"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Nevada","32","13-24","All races/ethnicities","Both sexes","309","14.0","2,200"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","New Hampshire","33","45-54","All races/ethnicities","Both sexes","78","9.9","790"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","New Hampshire","33","35-44","All races/ethnicities","Both sexes","150","20.8","720"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","New Hampshire","33","25-34","All races/ethnicities","Both sexes","226","20.4","1,110"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","New Hampshire","33","13-24","All races/ethnicities","Both sexes","119","49.6","240"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","New Jersey","34","45-54","All races/ethnicities","Both sexes","722","16.8","4,290"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","New Jersey","34","35-44","All races/ethnicities","Both sexes","1,446","29.3","4,930"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","New Jersey","34","25-34","All races/ethnicities","Both sexes","2,423","29.8","8,140"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","New Jersey","34","13-24","All races/ethnicities","Both sexes","833","18.3","4,560"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","New Mexico","35","45-54","All races/ethnicities","Both sexes","155","13.2","1,170"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","New Mexico","35","35-44","All races/ethnicities","Both sexes","283","22.1","1,280"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","New Mexico","35","25-34","All races/ethnicities","Both sexes","405","16.1","2,510"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","New Mexico","35","13-24","All races/ethnicities","Both sexes","229","20.6","1,110"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","New York","36","45-54","All races/ethnicities","Both sexes","3,917","36.3","10,800"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","New York","36","35-44","All races/ethnicities","Both sexes","8,889","64.2","13,840"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","New York","36","25-34","All races/ethnicities","Both sexes","15,342","59.8","25,670"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","New York","36","13-24","All races/ethnicities","Both sexes","3,625","28.1","12,920"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","North Carolina","37","45-54","All races/ethnicities","Both sexes","837","18.0","4,650"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","North Carolina","37","35-44","All races/ethnicities","Both sexes","1,290","24.2","5,340"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","North Carolina","37","25-34","All races/ethnicities","Both sexes","2,425","23.0","10,540"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","North Carolina","37","13-24","All races/ethnicities","Both sexes","981","11.6","8,430"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","North Dakota","38","45-54","All races/ethnicities","Both sexes","Data suppressed","Data suppressed","170"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","North Dakota","38","35-44","All races/ethnicities","Both sexes","46","11.0","420"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","North Dakota","38","25-34","All races/ethnicities","Both sexes","67","10.0","670"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","North Dakota","38","13-24","All races/ethnicities","Both sexes","Data suppressed","Data suppressed","170"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Northern Mariana Islands","69","45-54","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Northern Mariana Islands","69","35-44","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Northern Mariana Islands","69","25-34","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Northern Mariana Islands","69","13-24","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Ohio","39","45-54","All races/ethnicities","Both sexes","880","15.9","5,530"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Ohio","39","35-44","All races/ethnicities","Both sexes","1,504","19.2","7,840"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Ohio","39","25-34","All races/ethnicities","Both sexes","2,780","19.2","14,480"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Ohio","39","13-24","All races/ethnicities","Both sexes","1,064","11.4","9,330"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Oklahoma","40","45-54","All races/ethnicities","Both sexes","206","14.9","1,380"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Oklahoma","40","35-44","All races/ethnicities","Both sexes","383","13.9","2,760"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Oklahoma","40","25-34","All races/ethnicities","Both sexes","573","14.8","3,860"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Oklahoma","40","13-24","All races/ethnicities","Both sexes","231","9.8","2,360"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Oregon","41","45-54","All races/ethnicities","Both sexes","514","18.0","2,850"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Oregon","41","35-44","All races/ethnicities","Both sexes","1,013","22.2","4,570"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Oregon","41","25-34","All races/ethnicities","Both sexes","1,536","20.7","7,420"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Oregon","41","13-24","All races/ethnicities","Both sexes","460","15.7","2,930"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Palau","70","45-54","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Palau","70","35-44","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Palau","70","25-34","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Palau","70","13-24","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Pennsylvania","42","45-54","All races/ethnicities","Both sexes","1,207","23.2","5,210"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Pennsylvania","42","35-44","All races/ethnicities","Both sexes","2,316","37.3","6,210"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Pennsylvania","42","25-34","All races/ethnicities","Both sexes","4,358","34.2","12,730"
"PrEP coverage and number of persons prescribed","2020 (COVID-19 Pandemic)","Pennsylvania","42","13-24","All races/ethnicities","Both sexes","1,755","21.6","8,130"
